"Phrase, Frequency"
"NOW THE PEOPLE OF AMLICI,1"
"AND IT IS THE,1"
"REMEMBER THE WORDS,1"
"WHEREFORE WE WOULD TO,1"
"AND THEY DID IMPART OF,1"
"ANGELS SPEAK BY,1"
"YEA THERE,1"
"AND ASSUREDLY,2"
"AND IF SO,2"
"THEN SHALL THEIR,1"
"BUT BEHOLD I HAVE ALL,1"
"AND TO BRING ABOUT,1"
"OH HOW MERCIFUL IS OUR,1"
"AND WE DID TAKE OUR,1"
"AND COROM WAS THE SON,1"
"NEVERTHELESS YE SHALL NOT,2"
"AND NOW IT HAS HITHERTO,1"
"AND THE FIRST,2"
"BEHOLD WILL YE BELIEVE IN,1"
"AMEN AND NOW KING BENJAMIN,1"
"NOW THESE WERE THEIR,1"
"AND THE WHOLE,1"
"AND I NEPHI BEGAN,1"
"THUS MORONI WITH HIS ARMIES,1"
"AND IF MY,3"
"FOR JUST AS SURELY,1"
"THEREFORE THE WICKED,1"
"FOR AFTER THE BOOK,1"
"AND ALSO LIMHI BEING THE,1"
"FOR YET A VERY LITTLE,1"
"WHEREFORE I KNOW THAT THOU,1"
"BUT HE WAS WOUNDED,1"
"AND GIDGIDDONI DID CAUSE,1"
"AND THE THREE HUNDRED,1"
"FOR THE STARS OF,1"
"AND HELAMAN FEARED LEST BY,1"
"AND HE THAT WILL,2"
"THEREFORE GREAT AND MARVELOUS,1"
"THOU HYPOCRITE,1"
"BUT BEHOLD JESUS,1"
"NOW THIS SECRET,1"
"FOR EVERY,3"
"NOW THESE ARE THE,6"
"AFTER THIS,1"
"AND IN THE THIRTY AND,1"
"WHEREFORE I WOULD SPEAK UNTO,1"
"AND BEHOLD THERE WAS PEACE,1"
"NEVERTHELESS THE LORD HAS,1"
"THE CAPTIVE EXILE HASTENETH THAT,1"
"AND NOW I MORONI WOULD,1"
"NOW I SAY UNTO THEE,1"
"WHEREFORE BY THE WORDS,1"
"WILT THOU NOT PLACE A,1"
"AND NOW BEHOLD THE PEOPLE,1"
"AND NOW BEHOLD PACUMENI,1"
"I AM NOT COME TO,1"
"AT LENGTH THEIR PROVISIONS,1"
"WHEREFORE I NEPHI DID MAKE,1"
"FOR THE LORD GOD,5"
"AND BEHOLD ALL THINGS ARE,1"
"THE WOLF ALSO SHALL,1"
"SAWEST THOU,1"
"AND IF YE BELIEVE,1"
"FOR HE PROMISED,1"
"AND ETHEM BEING A DESCENDANT,1"
"AND NOW MY BELOVED HOW,1"
"AND I SOON GO,1"
"BUT YE KNOW THAT THE,1"
"YEA IN FINE THEY DID,1"
"NEVERTHELESS WHEN THAT DAY COMETH,1"
"BEHOLD WE DO,2"
"BEHOLD O MY GOD THEIR,1"
"BEHOLD I AM FULL OF,1"
"AND THEY HAVE CAUSED,1"
"AS IF THE ROD,1"
"AND EVEN ALL THIS CAN,1"
"AND THE VOICE,1"
"I ZENIFF,1"
"AND IF IT,13"
"AND NOW IF YE DO,1"
"WHEREFORE I SAID,1"
"NOW WHEN THE MULTITUDE,1"
"FOR BECAUSE THEY ARE RICH,1"
"AND THEY WERE PREPARED THAT,1"
"AND WE KNOW THAT THE,1"
"NOW THE CAUSE,1"
"YEA CRY UNTO HIM,2"
"AND ALSO THE PEOPLE,1"
"FOR BEHOLD HE SURELY,1"
"O THE PAIN AND THE,1"
"AND SEE THAT YE HAVE,1"
"AND THERE COMETH A,1"
"BUT BEHOLD I SAY,7"
"AND AWAKE AND ARISE,1"
"FOR THE MOTH SHALL EAT,1"
"ENLARGE THE PLACE OF THY,1"
"NEVERTHELESS AFTER ALL THIS,1"
"AND THEREFORE HE SAID,1"
"BUT SAID HE NOTWITHSTANDING,1"
"WO UNTO SUCH AN ONE,1"
"BEHOLD MY BRETHREN I,1"
"AND THESE ARE THEY WHO,1"
"YEA AND HOW IS IT,2"
"AGREE WITH THINE ADVERSARY,1"
"O MY BRETHREN IF,1"
"THEY ARE CREATED NOW,1"
"LISTEN,2"
"FOR THE LORD,16"
"AND HE DID RAISE THE,1"
"AND THE PEOPLE WOULD,1"
"AMEN NOW IT CAME,2"
"NOW THERE BEGAN TO,1"
"AND THE HOLY GHOST GIVETH,1"
"THEREFORE COME UNTO ME,2"
"BUT BEHOLD MY SONS AND,1"
"AND HE DID DO,2"
"WRITTEN BY WAY OF,1"
"THY WILL BE,1"
"O THAT WE HAD REPENTED,1"
"WHICH IS TO SHOW,2"
"HOWL YE FOR THE,1"
"AND WHEN AMMON DID MEET,1"
"AND NOW LIMHI HAD DISCOVERED,1"
"WHO IS MINE,1"
"AND BEHOLD I SWEAR UNTO,1"
"NOTWITHSTANDING THEY,1"
"BUT BEHOLD GREAT HAS BEEN,1"
"AND WITH RIGHTEOUSNESS SHALL,1"
"WHEREFORE IT SPEAKETH OF,1"
"BUT BLESSED BE THE,1"
"NEITHER DID THEY BELIEVE,1"
"BE SOBER,1"
"AND THEY WERE CONTINUALLY,1"
"BEHOLD HE SWEEPETH THE,1"
"AND NOW OUGHT,1"
"AND IN ONE PLACE THEY,1"
"NOW THERE WERE MANY BEFORE,1"
"NEVERTHELESS THE PEOPLE OF,1"
"THESE TWO SONS,1"
"AND MANY GREAT,2"
"THE FORTY AND SIXTH,1"
"AND THUS THE FLESH,1"
"NOW THE ARMIES OF THE,1"
"AND I ENOS KNEW,2"
"FOR BEHOLD THE LORD DOTH,1"
"BUT TO BE LEARNED,1"
"O THAT I,1"
"BEHOLD THIS IS THE TWENTY,1"
"AND BEHOLD AS HE,1"
"AND THEY WOULD NOT BE,1"
"THE WOLF,1"
"THINK OF,1"
"WHEREFORE THE JEWS SHALL,1"
"AND FOR A TESTIMONY THAT,1"
"FOR HE SAID UNTO THEM,1"
"BEHOLD CAN YOU,1"
"AND THEY SOUGHT,1"
"CAN YOU THINK,1"
"YE ARE PERMITTED,1"
"I COMMAND YOU TO,1"
"AND LABAN ALSO WAS,1"
"YEA THEY ARE AS A,1"
"AND THIRTY YEARS HAD PASSED,1"
"AND THE BROTHER OF JARED,5"
"THEN THEY THAT FEARED,1"
"EVEN THIS MORTAL SHALL,1"
"AND AGAIN HE SAID UNTO,1"
"O THEN WHY IS IT,1"
"AND WHEN THEY HAD ENTERED,1"
"AN,14"
"AND YE SHALL OFFER FOR,1"
"AND I MYSELF,1"
"AS,6"
"BUT I SHOW UNTO YOU,1"
"OR HOW WILT THOU,1"
"AND NOW BELIEVEST THOU THAT,1"
"AT,1"
"AND KING LAMONI WOULD NOT,1"
"NOW THE WORK OF JUSTICE,1"
"AND WHEN THOU PRAYEST THOU,1"
"AND HE SAID SURELY GOD,1"
"WHO SHALL SAY,1"
"AND THUS WE WERE PREPARED,1"
"FOR I,28"
"BE,3"
"BEHOLD GOD IS MY SALVATION,1"
"FOR O,1"
"AND THERE IS NONE OTHER,2"
"AND GOD ALSO,1"
"THEREFORE ALL THE PRISONERS OF,1"
"DID,1"
"AND WERE IT,2"
"WHEREFORE IT CAME TO PASS,4"
"WHEREFORE I WOULD,2"
"AND NOW O KING BEHOLD,1"
"BUT BEHOLD SATAN DID,1"
"FOR A,1"
"BEHOLD I AM MORONI,2"
"I HAVE SPOKEN THESE FEW,1"
"THEREFORE NEPHI DID DECLARE UNTO,1"
"BEHOLD I ANSWER,1"
"BEHOLD HE IS A MIGHTY,1"
"AND THEY BEGAN TO BE,2"
"AND AS I SPAKE,1"
"DO,26"
"AND BEHOLD NOW I AM,1"
"YEA IT IS THAT,1"
"AND THEY DID CAUSE A,1"
"BEHOLD I DO NOT SAY,1"
"THE LORD WARNS NEPHI TO,1"
"MY GOD HATH BEEN,1"
"BEHOLD BECAUSE OF THEIR,1"
"NOW ALMA BEING,2"
"AND NOW MY BRETHREN HOW,1"
"AND THOUSANDS WERE,1"
"AND HE SAITH ALL,1"
"NEVERTHELESS,67"
"THE WORD,1"
"WHEREFORE THE THINGS WHICH ARE,1"
"AND LABAN ALSO WAS A,1"
"AND I EXHORT YOU,1"
"AND THERE CAME A VOICE,1"
"AND THUS IT BECAME,2"
"FOR THE DAY SHALL,1"
"IS NOT SAMARIA AS DAMASCUS,1"
"THE LORD,14"
"BEHOLD WHEN YE,1"
"AND THEN I WILL,1"
"O THAT I WERE,1"
"WHEREFORE THE FRUIT OF THY,1"
"AND THEY DID ALSO MARCH,1"
"AND THE LORD GOD DOTH,1"
"AND THEY DURST NOT SPREAD,1"
"FOR JOSEPH TRULY TESTIFIED SAYING,1"
"NOW THIS IS THE STATE,1"
"WHEREFORE IF THEY SHOULD,2"
"AND THEY DID CRY,1"
"AND THE LORD DID PROSPER,1"
"DO YE EXERCISE FAITH IN,1"
"THEREFORE HE DID SAY,1"
"BUT THIS MUCH I CAN,1"
"MAY THE GATES OF HELL,1"
"BUT NOW I,1"
"AND BEHOLD WE HAVE,1"
"YE ARE LAYING,1"
"AND NOW WHEN AARON,1"
"HOW KNOWEST THOU THAT WE,2"
"GO,3"
"AND THEN THE WORDS OF,1"
"NOW THERE WAS A,5"
"AND THE WORDS WHICH,3"
"AND THEY DID PREACH,1"
"AND MANY AMONG THEM SHALL,1"
"NOW THE SONS OF,1"
"AMEN THE WORDS,2"
"THEREFORE HOLD,1"
"BUT I GIVE UNTO YOU,1"
"WHEREFORE YE SHALL REMEMBER,1"
"AND COROM,1"
"NOW WHETHER THERE SHALL,1"
"AND THEY HAD APPOINTED,1"
"HE,24"
"IN THAT DAY THE LORD,1"
"HIS JOURNEYINGS IN,1"
"AND WE DID MAGNIFY OUR,1"
"THEREFORE BLESSED ARE YE,1"
"AWAKE AWAKE STAND UP O,1"
"AND COHOR THE SON OF,1"
"YET I WILL NOT LOOSE,1"
"YEA THIS BRINGETH,1"
"AND HE IMMEDIATELY SEEING THE,1"
"BEHOLD I SAY,51"
"AMMON ANSWERED,1"
"AND THEY DID GROW,1"
"IF,15"
"O THEN MY BELOVED,2"
"GIVE TO,1"
"IN,12"
"AND IN THE STRENGTH,1"
"I HAVE NOT COMMANDED,1"
"IS,7"
"IT,5"
"FOR ARE NOT THE WORDS,1"
"FOR BEHOLD HAVE I TESTIFIED,1"
"NOW NEPHI BEGAN,1"
"AND EVERY ONE,1"
"AND BEHOLD I AM SENT,1"
"AND THESE PLATES,1"
"AND BEHOLD AGAIN IT HATH,1"
"AND BEHOLD THE MULTITUDE,1"
"AND NOW LIMHI TOLD THE,1"
"FOR BEHOLD AFTER THE LORD,1"
"AND THUS ENDED THE EIGHTIETH,1"
"FOR BEHOLD I THE LORD,1"
"FOR BEHOLD NEPHI WAS BAPTIZING,1"
"BEWARE OF FALSE,1"
"MY BELOVED SON I,1"
"AND WHEN THE NIGHT,3"
"COUNSEL WITH,1"
"AND I ALSO BADE,1"
"PRAY FOR THEM MY SON,1"
"NOW THIS HE DID THAT,1"
"YEA EXCEPT YE REPENT,1"
"AND BEHOLD AFTER THAT THEY,1"
"YE CANNOT SERVE GOD AND,1"
"AND HE ALSO READ,1"
"AND THERE IS A,1"
"AND IT SEEMETH A PITY,1"
"AND AS SURELY AS,2"
"AND WHAT THANK,1"
"BEHOLD YE SAY THAT,1"
"BEHOLD O LORD,4"
"I DECLARE THESE,1"
"YEA AND HE ALSO MADE,1"
"BUT NEPHI SAID UNTO,1"
"EVEN FROM,1"
"NOW THIS WAS THE CASE,1"
"NOW IF WE HAD,1"
"NOW ZEEZROM SAITH AGAIN,1"
"AND NONE WERE RECEIVED UNTO,1"
"SOME WERE LIFTED UP IN,1"
"BUT LAMONI SAID UNTO HIM,1"
"THEREFORE HE WROTE AN EPISTLE,1"
"I WILL ALSO,2"
"FOR IT CAME,4"
"AND THE LORD SAID UNTO,14"
"FOR IF WE HAD,1"
"AND THE PEOPLE OF NEPHI,1"
"BUT WHEN MORONIHAH,1"
"AND THE SEVENTY AND,1"
"NEVERTHELESS THE LORD DID,1"
"YEA CRY,2"
"AND I TAKE MINE ACCOUNT,1"
"AND NOW BEHOLD THE,6"
"AND NOW I CLOSE,1"
"THINK,2"
"BUT IT IS BY,1"
"AND IN THE THREE,2"
"THEN SHALL THE LEARNED SAY,1"
"BUT BEHOLD WERE THIS,1"
"OR SHALL,1"
"BEHOLD I SAY THAT YE,1"
"BUT HE REPENTED,1"
"AND AT SOME PERIOD,1"
"AND MANY TIMES DID THEY,1"
"BUT ALMA WITH HIS,1"
"AND NOW BEHOLD THY,1"
"MY,15"
"NOW MY BRETHREN WE SEE,1"
"WHEREFORE I KNOWING,1"
"AND GOLD AND SILVER,1"
"AND THE LORD DID POUR,1"
"AND HELAMAN WAS,1"
"BUT BEHOLD PAHORAN WOULD,1"
"WHILE MANY,1"
"AND THUS ENDED THE BOOK,1"
"NO,3"
"AND MORONI WAS A STRONG,1"
"THEREFORE THEY HAVE DRUNK,1"
"WHO WILL CONTEND,1"
"NOW THE KING FEARING,1"
"AND AFTER THEY GO FORTH,1"
"I HID NOT,1"
"ART THOU NOT HE THAT,1"
"O MY SON I DESIRE,1"
"BUTTER AND HONEY,1"
"OF,1"
"OH,5"
"BEHOLD I WOULD THAT,1"
"THEREFORE WITH JOY,1"
"AND BEHOLD AS HE CLAPPED,1"
"OR,15"
"THESE PLATES ARE CALLED THE,1"
"BUT THE MORE PART,2"
"THEREFORE AS AARON ENTERED INTO,1"
"BUT BEHOLD IT SHALL COME,2"
"AND THUS MERCY CAN,1"
"AND NOW BEHOLD THIS,7"
"AND WHEN THEY SHALL HAVE,1"
"THE MANNER OF ADMINISTERING,1"
"AND FROM THAT TIME FORTH,1"
"FOR I AM UNDONE,1"
"BEHOLD HE SWEEPETH,1"
"HEARKEN DILIGENTLY UNTO,1"
"NEVERTHELESS I KNOW THAT THE,1"
"NOW BEHOLD IT,3"
"BUT THEY TOOK THEIR,1"
"NOW AT THIS TIME,1"
"AND WE DID SOJOURN FOR,1"
"BUT WO SAITH THE,1"
"YEA I WOULD TELL YOU,1"
"NEVERTHELESS THE PEOPLE DID HARDEN,1"
"AND THOSE WHO WERE,3"
"ART THOU SENT FROM GOD,1"
"THEREFORE MORONI,2"
"NOW WE SEE THAT,3"
"AND BEHOLD THE TEN,1"
"O MY SON,3"
"BEHOLD HE SHALL SEE,1"
"AND I WILL GIVE,2"
"AND THIS IS THE ACCOUNT,1"
"AND THERE CAME,5"
"NOW I SAY UNTO,5"
"BEHOLD LOOK,1"
"BEHOLD I AM AMALEKI THE,1"
"MY RIGHTEOUSNESS,1"
"AND NOW CONCERNING THIS SPACE,1"
"BEHOLD I AND THE CHILDREN,1"
"CRY UNTO,3"
"BUT BEHOLD ZION HATH,1"
"BLESSED BE,2"
"AND BECAUSE THE BRANCHES HAVE,1"
"AND HE SUPPOSED ME,1"
"AND THUS ENDED THE THIRTIETH,2"
"NOW ZEEZROM SAID IS,1"
"YEA I WOULD TELL,1"
"AND EMER DID EXECUTE JUDGMENT,1"
"AND THUS COMMENCED THE REIGN,1"
"BUT ALMA WENT FORTH,1"
"NEVERTHELESS AND NOTWITHSTANDING ALL,1"
"YE HAVE NOT,1"
"SO,1"
"BRETHREN ADIEU BEHOLD IT,1"
"AND THE DAYS,1"
"BUT IF YE NEGLECT,1"
"FOR I HAVE EXHORTED YOU,1"
"NOW MY FATHER LEHI,1"
"AND THIS IS NOT,3"
"AND NOW BEHOLD AMMON AND,1"
"BEHOLD I HAVE GRAVEN,1"
"WHEREFORE THY SOUL,1"
"AND THE LORD SAID,17"
"AND WE HAVE SUFFERED ALL,1"
"I CREATED THE HEAVENS,1"
"AND I WILL GIVE UNTO,1"
"AND NOW BEHOLD MOSES,1"
"WHEREFORE I SAID UNTO,1"
"TO,4"
"NOW BEHOLD THOSE SECRET OATHS,1"
"O HOW GREAT THE,3"
"THEREFORE THOSE THINGS WHICH WERE,1"
"AND UPON THE,4"
"NOW AT THIS TIME THE,1"
"BEHOLD I AM BUT A,1"
"AND BEHOLD WE AT THIS,1"
"NOW LACHONEUS,1"
"THUS SAITH THE LORD GOD,2"
"SHALL THE SAW MAGNIFY,1"
"AND BEHOLD NOW IT CAME,4"
"AND THEY WERE TAUGHT TO,2"
"PRAY IN YOUR FAMILIES,1"
"AND MINE EYES,1"
"NOW ALMA DID,1"
"AND BLESSED,18"
"AND PAHORAN DID RETURN,1"
"THAT THE LORD HATH,1"
"AND THOU ART,1"
"BUT THOU ART CAST,1"
"AND HE COMMANDETH,1"
"AND NOW BEHOLD ARE YE,1"
"YEA O GOD,2"
"AND THEY SHALL PERISH BUT,1"
"WHY DO YE,7"
"BUT BEFORE YE,1"
"MOREOVER THE LORD SPAKE AGAIN,1"
"O ALL,3"
"AND LAMAN SAID UNTO LEMUEL,1"
"BUT I WOULD NOT SUFFER,1"
"WO UNTO THEM THAT DRAW,1"
"AND THEY SHALL LOOK UNTO,1"
"AND BY SO DOING,1"
"SO THEY,1"
"IF THEREFORE THE,1"
"OLD THINGS ARE DONE,1"
"AND NOW SINCE,1"
"AND NOW O INHABITANTS,1"
"AS IF,1"
"WE,10"
"AND THEIR TORMENT IS,1"
"I ZENIFF HAVING BEEN TAUGHT,1"
"AND ALMA SPAKE,1"
"AND NOW O,11"
"AND NOW I,96"
"YEA I KNOW THAT,3"
"WO,22"
"SIX DAYS SHALT,1"
"FOR IT WERE NOT,1"
"WHEREFORE HE CAME TO THE,1"
"YEA AND IN THE,1"
"AND BEHOLD A CURSE SHALL,1"
"NOW BEHOLD IT IS THESE,1"
"WHEN THEY,1"
"AND I JAROM DO NOT,1"
"NOW THE PEOPLE WHICH WERE,1"
"AND HE SAITH UNTO THE,1"
"AND HOW BLESSED ARE,2"
"NOW BEHOLD THE PEOPLE,1"
"BUT THE THINGS WHICH THOU,1"
"BEHOLD IS NOT,1"
"BUT BEHOLD SAITH THE,1"
"THEN SAID I WO IS,1"
"NOW THE PEOPLE OF LIMHI,1"
"NOW IT WAS IN THE,1"
"AND GIDEON PURSUED AFTER,1"
"AND HE SAID HEAR,1"
"AND AGAIN THE THIRD,1"
"AND FROM THIS,2"
"YE,26"
"THEREFORE I DID OBEY,1"
"WHEREFORE HE SHALL BRING,1"
"AND SO SPEEDY,1"
"THY HAND SHALL BE,1"
"DO YE NOT,6"
"WILT THOU GRANT UNTO THEM,1"
"AND HE CAUSED THAT A,1"
"AND BECAUSE THEY DID,1"
"FOR HE THAT RAISETH UP,1"
"THE WORDS OF HIS,1"
"YEA WILL THEY NOT COME,1"
"THESE TWO,1"
"AND MY BROTHER,1"
"OH HOW MERCIFUL,1"
"NOW THIS PEOPLE AGAIN REFUSED,1"
"AND WHEN MY FATHER,1"
"NEVERTHELESS YE SHALL NOT CAST,2"
"AND SO IT WAS,1"
"BUT BEHOLD THIS TIME,1"
"VERILY VERILY I SAY THAT,1"
"FOR BEHOLD I HAVE HAD,1"
"SURELY HE HAS BORNE,1"
"AND NOW FOR THIS CAUSE,2"
"AND HETH WAS THE,1"
"BUT THEY FOUGHT FOR THEIR,1"
"NEVERTHELESS THE PEOPLE DID,1"
"AND NOW IT SHALL,1"
"AND WHEN THEY HAD ALL,2"
"NEPHI ALSO,1"
"AND NOW JACOB SPAKE MANY,1"
"AND AS THEY CAME TO,1"
"AND THEN SHALL GREATER,1"
"BUT BEHOLD MORONI AND,1"
"BEHOLD SAID HE,1"
"THEREFORE I WRITE UNTO YOU,2"
"AND THE OFFICE OF,1"
"AND THOSE PRIESTS WERE,1"
"AND NOW BEHOLD THEY,1"
"EVEN SO,1"
"AND BLESSED BE HE,1"
"AS MY,1"
"THEREFORE WHOSO REPENTETH AND COMETH,1"
"AND LAMAN AND LEMUEL,1"
"AND WERE IT NOT THAT,1"
"AND AS I PARTOOK,1"
"AND NOW BEHOLD TWO,1"
"AND KING NOAH HARDENED,1"
"AND I ALSO THANK,1"
"AND I ALSO SAW AND,1"
"BEHOLD THIS IS THE THING,1"
"THY CHILDREN,1"
"AND THIS DEATH,1"
"AND THE DAY SOON,1"
"AND THUS WE DID,2"
"AND THERE WERE SOME WHO,3"
"AND NOW I MORMON BEING,1"
"FOR EVERY ONE THAT,1"
"THUS GOD EXECUTETH VENGEANCE UPON,1"
"AND THEY WERE ABOUT TO,1"
"AND OMER WAS THE,1"
"BUT BEHOLD AS THEY,1"
"AND BEHOLD THE HEAVENS,1"
"KNOW YE NOT THAT THERE,1"
"WHEREFORE IF LITTLE CHILDREN COULD,1"
"WHEREFORE IF GOD SO,1"
"FOR THE TIME,3"
"O THE WISE,1"
"YEA AS,1"
"AND VERILY VERILY I SAY,1"
"YEA AT,2"
"YEA YE KNOW,1"
"RETURN UNTO ME,1"
"BUT IF YE,6"
"WHAT IS THE CAUSE,1"
"AND A LEAH IS,1"
"AND THUS LAMAN AND LEMUEL,1"
"BUT REMEMBER INASMUCH,1"
"AND THE LORD HATH,1"
"FOR I AM,6"
"THEIR BOWS SHALL ALSO DASH,1"
"AND WAS,1"
"AND WHETHER THEY WILL,1"
"HE SAW THAT THERE HAD,1"
"O MY SON DO NOT,1"
"BUT I HAD SENT,1"
"FOR WICKEDNESS BURNETH AS THE,1"
"AND NEVER,2"
"AND HE TOLD THEM,1"
"YEA DID,1"
"BEHOLD WHO ART THOU,1"
"BEHOLD I CAME INTO THE,1"
"I HAVE NOURISHED IT,1"
"AND BECAUSE THEY DID CAST,1"
"YEA BY,2"
"AND HE HAD HOPE TO,1"
"THUS SAITH,4"
"CURSED IS HE THAT,1"
"AND AGAIN I SAY HE,1"
"AND ALMA SAID BE,1"
"AMEN AND NOW I NEPHI,2"
"WE HAVE,1"
"WHEREFORE I SPEAK THE,1"
"AND NOW I SAY UNTO,12"
"YEA EVERY KNEE SHALL BOW,1"
"AND BEHOLD ALSO THEY SPAKE,1"
"NOW I WOULD,6"
"NOW THERE BEGAN,1"
"NEVERTHELESS AFTER THEY,1"
"YEA BECAUSE I,1"
"FOR CAN,1"
"WHO IS IT THAT HAS,1"
"FOR JERUSALEM,1"
"HE RULETH HIGH,1"
"AND WHEN I HAD SAID,1"
"BEHOLD I KNEW,1"
"YEA BEHOLD I SAY UNTO,1"
"AND THOSE CITIES WHICH HAD,1"
"AND THUS THE LAMANITES,1"
"MADMENAH IS,1"
"YEA IN FINE THEY,1"
"BUT THOU ART,2"
"YEA AND IT SHALL,1"
"WHEREFORE DIG ABOUT THEM AND,1"
"AND THIS DID THEY,1"
"BUT BEHOLD THE SERVANT,2"
"NOW THE KING AMMORON,1"
"AND YE SHALL NEVER ENDURE,1"
"BUT NOTWITHSTANDING ALL THIS,1"
"AND AFTER THAT THEY,2"
"AND FROM THAT,1"
"REMEMBER TO BE CARNALLY-MINDED IS,1"
"AND NOW BEHOLD PACUMENI WAS,1"
"MAKE THE,1"
"AND THE IDOLS HE SHALL,1"
"BUT HE HAD,1"
"AND HIS BRETHREN WERE,1"
"AND MY PEOPLE WOULD THAT,1"
"THESE PLATES ARE,1"
"NOW HE SAYS THAT THE,1"
"AND ALSO IN THIS,1"
"FATHER I PRAY THEE,1"
"OLD THINGS,1"
"YEA WHY WILL HE,1"
"THEREFORE IF IT WERE POSSIBLE,2"
"AND HE WAS A MAN,1"
"AND ALMA AND,6"
"YEA DO,1"
"I DID SHOW THEM SUDDENLY,1"
"AND PAHORAN DID,2"
"AND WHO,6"
"THEREFORE MY SON SEE,1"
"AND WHEN THEY HAD GONE,1"
"NOW THIS ACCOUNT DID CAUSE,1"
"AND WHY,3"
"BUT BEHOLD IT SORROWETH ME,1"
"NOW ABINADI SAID UNTO,2"
"BEHOLD HATH,2"
"AND NOW AS MANY OF,1"
"AND WHEN THE MULTITUDE HAD,2"
"AND ALMA AND HIS,3"
"AND NOW I ZENIFF,1"
"THEREFORE I DO,1"
"YEA WO UNTO THOSE,1"
"AND AGAIN I ALMA HAVING,1"
"NOW THEY WEPT BECAUSE OF,1"
"AND IS NOT THIS,1"
"AND FOR THE SPACE OF,1"
"AND NOW BEHOLD WE ARE,1"
"YEA WHAT GROUNDS HAD THEY,1"
"AND THEY DID CAUSE,1"
"AND NOW I NEPHI DECLARE,1"
"AND NOW BEHOLD THE LAMANITES,1"
"YEA IF,1"
"NEVERTHELESS THE LORD,5"
"AND HE LEFT,1"
"AND AS SURE AS,1"
"THOU FOOL THAT,1"
"SUPPOSE YE THAT WE,1"
"AND HAVE YE FORGOTTEN,1"
"FOR THESE ARE THEY,1"
"YEA METHOUGHT I SAW,1"
"AND THESE WERE THE WORDS,1"
"NOW BEHOLD YE,1"
"THEREFORE YE SHALL KEEP,1"
"YEA IN,3"
"I AM HE,1"
"IF SO GOD WOULD CEASE,1"
"THEY WEAR STIFF,1"
"YEA IT,7"
"YEA HE,10"
"BUT AARON,1"
"AND UPON THEIR COVENANTING TO,1"
"NOW BEHOLD WE,1"
"AND AGAIN IT CAME TO,1"
"WHO IS AMONG YOU THAT,1"
"AND IT CAME TO,1107"
"O THOU AFFLICTED TOSSED WITH,1"
"AND THEY SAID BEHOLD WE,1"
"NOW THE KNOWLEDGE,1"
"THEREFORE I DID,1"
"AND NEPHI AROSE,1"
"BUT THE LAW REQUIRETH,1"
"THE MANNER,3"
"YET THOU WILT,1"
"FOR THEY OF WHOM I,1"
"AS YE,1"
"BEHOLD HE HAS SHOWED,1"
"BUT BEHOLD WE TRUST IN,1"
"I AM IN,1"
"AND AMULEK SAID YEA,1"
"BUT AMMON STOOD FORTH AND,2"
"AND IT WAS THIS SAME,1"
"AND HE READ SAYING WO,1"
"ENTER,1"
"FOR HE WAS DETERMINED BECAUSE,1"
"AND THE KING HAVING,1"
"AND THEN AMMON,1"
"YEA AND THE PEOPLE,1"
"AND I ANSWERED HIM SAYING,1"
"AND UPON THE TOP OF,1"
"TO THE,1"
"AND HE ALSO CONTENDED,1"
"BUT BEHOLD KISHKUMEN,1"
"AND HE COMETH,1"
"YEA AT THAT DAY WILL,1"
"NEVERTHELESS AARON AND,1"
"BLESSED BE THE NAME,2"
"FOR BEHOLD IT WAS,1"
"NOW ALMA SEEING THAT THE,1"
"NOW THIS MAN,1"
"AND NOW THEIR,1"
"AND THE NAMES,1"
"AND I LOOKED,14"
"IN RIGHTEOUSNESS SHALT THOU,1"
"AND HE ALSO SPAKE UNTO,2"
"BEHOLD THY BROTHER,1"
"AGREE WITH THINE,1"
"AND AMMORON REFUSED MINE,1"
"YEA AND SURELY SHALL HE,1"
"AND HE BEGAN TO,8"
"YEA I ADMIT,1"
"NOW MY FATHER,1"
"AND KISHKUMEN AND HIS,1"
"BEHOLD O LORD WILT,1"
"BEHOLD THEY WERE IN,1"
"THEREFORE HE WROTE,1"
"AND I AM THE,1"
"BUT NEPHI,1"
"BEHOLD HE BRINGETH TO PASS,1"
"BEHOLD THE DAY,1"
"WHEREFORE THE REMNANT OF THE,1"
"AND BEHOLD WHEN THAT TIME,1"
"AND WE SEE THAT DEATH,1"
"AND I EXHORT YOU TO,1"
"AND NOW ALL THE,3"
"YEA MY,3"
"AND NOW I HAVE SPOKEN,1"
"AND IN THAT DAY,9"
"AND I ALSO SAW GOLD,1"
"AND WHOSOEVER OF,1"
"BEHOLD WE HAVE NOT COME,1"
"HE SHALL SEE THE TRAVAIL,1"
"AND THIS IS ACCORDING,1"
"AND THEN WILL,4"
"AND NOW I CLOSE MINE,1"
"FOR DO YE NOT,1"
"YOUR WORDS,1"
"AND I NEPHI BEHELD,2"
"AND MOREOVER I WOULD DESIRE,1"
"NOW I WOULD THAT YE,5"
"WHEREFORE HE SAID THAT THESE,1"
"BEHOLD THOU ART NEPHI AND,1"
"AND THEY HAVE BEEN,1"
"AND WHEN I HAD,2"
"FOR IT IS I THAT,1"
"WHEREFORE I KNOWING THAT,1"
"AND NOW ALMA SAID UNTO,1"
"FATHER THOU HAST,1"
"AND KING LAMONI SAID I,1"
"AND THEREFORE AT THIS,1"
"I SAY UNTO YOU YEA,6"
"AND THEY ARE FREE TO,1"
"SUPPOSE YE THAT,1"
